"subid","trial","offer_other","offer_self","RT","dec","emotion","party"
"121","16","2","18","0.379","3","2","3"
"121","17","2","18","0.422","3","3","3"
"121","18","10","10","0.534","0","1","3"
"121","19","7","13","0.310","3","2","3"
"121","20","2","18","0.471","3","3","3"
"121","21","4","16","0.556","3","2","3"
"121","22","7","13","0.555","2","3","3"
"121","23","10","10","0.552","0","1","3"
"121","24","4","16","0.373","3","2","3"
"121","25","7","13","0.355","3","2","3"
"121","26","4","16","0.493","3","3","3"
"121","27","10","10","0.505","0","1","3"
"121","28","2","18","0.594","3","3","3"
"121","29","7","13","0.591","2","3","3"
"121","30","4","16","0.507","3","3","3"
"121","31","10","10","1.064","0","1","3"
"121","32","10","10","0.927","0","1","3"
"121","33","10","10","0.788","0","1","3"
"121","34","2","18","0.548","3","2","3"
"121","35","2","18","0.702","3","2","3"
"121","36","4","16","0.574","3","3","3"
"121","37","7","13","0.347","3","3","3"
"121","38","7","13","0.380","3","2","3"
"121","39","7","13","1.011","3","2","3"
"121","40","10","10","0.582","0","1","3"
"121","1","4","16","0.427","3","3","2"
"121","2","2","18","0.753","3","2","2"
"121","3","2","18","0.452","3","3","2"
"121","4","2","18","0.446","3","3","2"
"121","5","2","18","0.626","3","2","2"
"121","6","10","10","0.600","0","1","2"
"121","7","7","13","0.364","3","3","2"
"121","8","10","10","0.619","0","1","2"
"121","9","4","16","0.377","3","3","2"
"121","10","7","13","0.359","2","3","2"
"121","11","10","10","0.481","0","1","2"
"121","12","4","16","0.713","3","2","2"
"121","13","7","13","0.672","3","2","2"
"121","14","4","16","1.196","3","2","2"
"121","15","7","13","0.646","3","2","2"
"121","16","7","13","0.726","3","3","2"
"121","17","2","18","0.899","3","2","2"
"121","18","2","18","1.405","3","3","2"
"121","19","2","18","1.141","3","2","2"
"121","20","7","13","0.418","3","2","2"
"121","21","10","10","0.429","0","1","2"
"121","22","4","16","0.836","3","3","2"
"121","23","2","18","0.313","3","3","2"
"121","24","2","18","0.000","0","3","2"
"121","25","7","13","0.378","3","2","2"
"121","26","10","10","0.480","0","1","2"
"121","27","10","10","0.381","0","1","2"
"121","28","4","16","0.387","3","2","2"
"121","29","10","10","0.635","0","1","2"
"121","30","10","10","0.370","0","1","2"
"121","31","7","13","0.340","2","3","2"
"121","32","4","16","0.399","3","3","2"
"121","33","10","10","0.664","0","1","2"
"121","34","4","16","0.843","3","2","2"
"121","35","10","10","0.331","0","1","2"
"121","36","2","18","0.891","3","2","2"
"121","37","4","16","0.874","3","2","2"
"121","38","4","16","0.536","3","3","2"
"121","39","7","13","0.635","3","2","2"
"121","40","7","13","1.288","2","3","2"
"121","1","7","13","0.297","2","2","3"
"121","2","2","18","0.487","3","2","3"
"121","3","10","10","1.135","0","1","3"
"121","4","4","16","0.606","3","3","3"
"121","5","2","18","0.953","3","3","3"
"121","6","4","16","1.508","3","2","3"
"121","7","2","18","0.843","3","3","3"
"121","8","4","16","0.432","3","2","3"
"121","9","10","10","0.644","0","1","3"
"121","10","4","16","0.700","3","3","3"
"121","11","7","13","0.521","2","3","3"
"121","12","2","18","0.707","3","3","3"
"121","13","7","13","0.959","2","3","3"
"121","14","10","10","0.880","0","1","3"
"121","15","2","18","0.642","3","2","3"
"121","16","4","16","0.416","3","2","3"
"121","17","2","18","0.612","3","2","3"
"121","18","10","10","0.823","0","1","3"
"121","19","2","18","0.396","3","3","3"
"121","20","4","16","0.609","3","2","3"
"121","21","10","10","0.635","0","1","3"
"121","22","7","13","0.375","2","2","3"
"121","23","4","16","0.355","3","3","3"
"121","24","7","13","0.353","2","2","3"
"121","25","10","10","0.993","0","1","3"
"121","26","10","10","0.590","0","1","3"
"121","27","2","18","0.592","3","3","3"
"121","28","7","13","0.555","2","3","3"
"121","29","4","16","0.413","3","2","3"
"121","30","4","16","0.362","3","3","3"
"121","31","10","10","1.296","0","1","3"
"121","32","7","13","0.347","2","2","3"
"121","33","7","13","0.601","2","3","3"
"121","34","7","13","0.661","2","2","3"
"121","35","10","10","0.622","0","1","3"
"121","36","2","18","0.474","3","2","3"
"121","37","7","13","0.497","2","3","3"
"121","38","2","18","2.016","3","2","3"
"121","39","4","16","0.908","3","3","3"
"121","40","10","10","0.559","0","1","3"
"115","1","10","10","0.577","0","1","2"
"115","2","4","16","0.31","2","3","2"
"115","3","7","13","0.649","1","2","2"
"115","4","7","13","0.332","2","2","2"
"115","5","2","18","0.522","3","3","2"
"115","6","10","10","0.8","0","1","2"
"115","7","2","18","0.801","3","2","2"
"115","8","10","10","0.524","0","1","2"
"115","9","2","18","0.494","2","3","2"
"115","10","4","16","0","0","2","2"
"115","11","4","16","0.908","2","3","2"
"115","12","4","16","0.537","3","2","2"
"115","13","2","18","0.613","2","3","2"
"115","14","2","18","0.608","3","2","2"
"115","15","2","18","0.699","3","3","2"
"115","16","10","10","0.568","0","1","2"
"115","17","7","13","1.296","1","3","2"
"115","18","7","13","0.555","2","2","2"
"115","19","10","10","0.498","0","1","2"
"115","20","4","16","0.59","3","2","2"
"115","21","7","13","0.492","1","3","2"
"115","22","2","18","0.531","3","2","2"
"115","23","7","13","0.592","2","2","2"
"115","24","4","16","0.642","3","2","2"
"115","25","4","16","0.697","2","3","2"
"115","26","10","10","0.719","0","1","2"
"115","27","2","18","1.197","3","3","2"
"115","28","4","16","0.596","2","3","2"
"115","29","10","10","0.518","0","1","2"
"115","30","4","16","0.586","2","3","2"
"115","31","7","13","0.948","2","2","2"
"115","32","10","10","1.09","0","1","2"
"115","33","4","16","0.525","3","2","2"
"115","34","7","13","0.941","1","3","2"
"115","35","2","18","1.07","3","2","2"
"115","36","10","10","0.554","0","1","2"
"115","37","2","18","1.064","3","2","2"
"115","38","7","13","0.994","1","3","2"
"115","39","7","13","1.537","1","3","2"
"115","40","10","10","1.121","0","1","2"
"115","1","10","10","2.715","0","1","3"
"115","2","4","16","0.553","2","3","3"
"115","3","2","18","1.076","3","2","3"
"115","4","7","13","0.614","2","2","3"
"115","5","7","13","0.904","2","2","3"
"115","6","2","18","0.728","3","2","3"
"115","7","2","18","0.415","3","3","3"
"115","8","10","10","0.939","0","1","3"
"115","9","7","13","1.145","2","2","3"
"115","10","2","18","1.319","2","3","3"
"115","11","7","13","0.914","1","3","3"
"115","12","10","10","1.214","0","1","3"
"115","13","10","10","0.525","0","1","3"
"115","14","4","16","1.517","2","3","3"
"115","15","7","13","2.027","1","3","3"
"115","16","4","16","0.675","3","2","3"
"115","17","2","18","0.603","3","3","3"
"115","18","4","16","0.647","2","2","3"
"115","19","2","18","0.546","3","2","3"
"115","20","10","10","2.364","0","1","3"
"115","21","7","13","1.475","1","3","3"
"115","22","2","18","0.579","3","2","3"
"115","23","4","16","1.34","2","3","3"
"115","24","10","10","1.562","0","1","3"
"115","25","7","13","0.667","2","2","3"
"115","26","2","18","0.569","3","3","3"
"115","27","4","16","0.395","2","2","3"
"115","28","10","10","0.64","0","1","3"
"115","29","2","18","0.819","3","3","3"
"115","30","10","10","1.678","0","1","3"
"115","31","4","16","0.531","3","2","3"
"115","32","4","16","0.826","2","3","3"
"115","33","4","16","0.778","2","3","3"
"115","34","7","13","0.739","1","3","3"
"115","35","7","13","0.571","2","2","3"
"115","36","10","10","0.572","0","1","3"
"115","37","2","18","0","0","2","3"
"115","38","10","10","0.62","0","1","3"
"115","39","7","13","0.429","1","3","3"
"115","40","4","16","0.434","3","2","3"
"115","1","4","16","0.428","2","3","2"
"115","2","10","10","0.461","0","1","2"
"115","3","7","13","0.828","1","3","2"
"115","4","2","18","0.424","3","2","2"
"115","5","10","10","1.311","0","1","2"
"115","6","7","13","0.584","2","2","2"
"115","7","2","18","0.748","3","3","2"
"115","8","10","10","0.696","0","1","2"
"115","9","2","18","0.531","3","3","2"
"115","10","4","16","0.913","2","3","2"
"115","11","2","18","0.835","2","3","2"
"115","12","7","13","0.45","2","2","2"
"115","13","4","16","0.774","3","2","2"
"115","14","10","10","0.678","0","1","2"
"115","15","2","18","2.13","3","3","2"
"115","16","7","13","0.547","1","3","2"
"115","17","4","16","0.483","2","3","2"
"115","18","4","16","0.563","2","2","2"
"115","19","2","18","0.972","3","2","2"
"115","20","10","10","0.459","0","1","2"
"115","21","4","16","0.653","3","2","2"
"115","22","10","10","1.107","0","1","2"
"115","23","7","13","0.611","2","2","2"
"115","24","2","18","1.973","3","2","2"
"115","25","7","13","2.552","2","2","2"
"115","26","10","10","0.56","0","1","2"
"115","27","10","10","1.839","0","1","2"
"115","28","4","16","0.555","3","2","2"
"115","29","7","13","0.379","2","2","2"
"115","30","7","13","1.378","1","3","2"
"115","31","4","16","0.674","3","2","2"
"115","32","2","18","0.178","2","3","2"
"115","33","2","18","1.886","3","2","2"
"115","34","4","16","0.218","2","3","2"
"115","35","2","18","0.426","3","2","2"
"115","36","4","16","2.164","3","3","2"
"115","37","7","13","1.942","2","3","2"
"115","38","10","10","1.278","0","1","2"
"115","39","10","10","0","0","1","2"
"115","40","7","13","0.436","1","3","2"
"115","1","7","13","0.526","1","2","3"
"115","2","10","10","0.807","0","1","3"
"115","3","4","16","0.408","2","3","3"
"115","4","2","18","0.471","3","2","3"
"115","5","2","18","0.481","3","3","3"
"115","6","7","13","0.521","1","3","3"
"115","7","7","13","0.816","1","3","3"
"115","8","2","18","0.456","3","2","3"
"115","9","4","16","0.49","3","2","3"
"115","10","10","10","0.473","0","1","3"
"115","11","2","18","0.37","2","3","3"
"115","12","4","16","0.417","2","3","3"
"115","13","2","18","0.366","3","3","3"
"115","14","10","10","0.505","0","1","3"
"115","15","4","16","0.435","3","2","3"
"115","16","7","13","0.999","1","3","3"
"115","17","10","10","0.356","0","1","3"
"115","18","2","18","0.773","3","2","3"
"115","19","2","18","0","0","2","3"
"115","20","4","16","2.286","2","3","3"
"115","21","10","10","0.491","0","1","3"
"115","22","2","18","0.47","3","3","3"
"115","23","7","13","0.47","2","2","3"
"115","24","10","10","0.923","0","1","3"
"115","25","7","13","0.492","2","2","3"
"115","26","4","16","0.193","3","2","3"
"115","27","10","10","0.392","0","1","3"
"115","28","2","18","0","0","3","3"
"115","29","7","13","1.002","1","3","3"
"115","30","7","13","0.341","1","2","3"
"115","31","4","16","0.249","3","2","3"
"115","32","10","10","0.015","0","1","3"
"115","33","2","18","0.761","3","2","3"
"115","34","4","16","1.272","3","2","3"
"115","35","7","13","1.779","1","3","3"
"115","36","10","10","0.83","0","1","3"
"115","37","4","16","0.672","2","3","3"
"115","38","4","16","0.774","2","3","3"
"115","39","7","13","0.871","1","2","3"
"115","40","10","10","0.462","0","1","3"
"127","1","7","13","1.218","1","3","3"
"127","2","4","16","0.695","2","3","3"
"127","3","10","10","0.642","0","1","3"
"127","4","10","10","0.725","0","1","3"
"127","5","2","18","0.827","2","3","3"
"127","6","7","13","0.545","1","3","3"
"127","7","2","18","0.570","3","2","3"
"127","8","7","13","0.630","1","3","3"
"127","9","2","18","0.568","2","3","3"
"127","10","2","18","0.484","3","2","3"
"127","11","4","16","0.526","2","3","3"
"127","12","4","16","0.490","3","2","3"
"127","13","2","18","0.815","2","3","3"
"127","14","4","16","0.449","3","2","3"
"127","15","4","16","0.508","2","3","3"
"127","16","10","10","0.578","0","1","3"
"127","17","7","13","0.529","2","2","3"
"127","18","7","13","0.581","3","2","3"
"127","19","10","10","0.596","0","1","3"
"127","20","2","18","0.591","3","2","3"
"127","21","10","10","0.581","0","1","3"
"127","22","2","18","0.589","3","2","3"
"127","23","7","13","0.521","3","2","3"
"127","24","4","16","0.531","3","2","3"
"127","25","2","18","0.578","2","3","3"
"127","26","10","10","0.505","0","1","3"
"127","27","2","18","0.846","2","3","3"
"127","28","4","16","0.446","2","3","3"
"127","29","7","13","1.519","1","3","3"
"127","30","4","16","0.531","2","3","3"
"127","31","7","13","0.565","3","2","3"
"127","32","10","10","0.692","0","1","3"
"127","33","4","16","0.814","2","2","3"
"127","34","10","10","0.479","0","1","3"
"127","35","2","18","0.592","3","2","3"
"127","36","10","10","0.531","0","1","3"
"127","37","4","16","1.234","3","2","3"
"127","38","10","10","1.284","0","1","3"
"127","39","7","13","0.899","3","2","3"
"127","40","7","13","0.875","1","3","3"
"127","1","7","13","0.970","3","2","2"
"127","2","4","16","0.695","2","3","2"
"127","3","2","18","0.578","3","2","2"
"127","4","10","10","0.444","0","1","2"
"127","5","10","10","0.591","0","1","2"
"127","6","4","16","0.390","3","2","2"
"127","7","2","18","0.565","3","3","2"
"127","8","7","13","0.617","3","2","2"
"127","9","10","10","0.582","0","1","2"
"127","10","2","18","1.397","3","3","2"
"127","11","7","13","0.504","3","2","2"
"127","12","10","10","0.620","0","1","2"
"127","13","10","10","0.699","0","1","2"
"127","14","4","16","0.523","2","3","2"
"127","15","7","13","0.786","3","2","2"
"127","16","4","16","0.617","3","2","2"
"127","17","2","18","0.386","2","3","2"
"127","18","2","18","0.517","3","2","2"
"127","19","4","16","0.568","3","2","2"
"127","20","7","13","0.546","2","3","2"
"127","21","7","13","0.497","2","3","2"
"127","22","2","18","0.545","3","2","2"
"127","23","2","18","0.434","3","3","2"
"127","24","10","10","0.752","0","1","2"
"127","25","10","10","0.649","0","1","2"
"127","26","4","16","0.518","2","3","2"
"127","27","4","16","0.672","3","2","2"
"127","28","10","10","0.725","0","1","2"
"127","29","2","18","0.417","3","3","2"
"127","30","7","13","0.468","2","3","2"
"127","31","4","16","0.681","3","2","2"
"127","32","4","16","0.865","2","3","2"
"127","33","4","16","0.852","2","3","2"
"127","34","7","13","0.665","2","3","2"
"127","35","7","13","1.337","3","2","2"
"127","36","10","10","0.826","0","1","2"
"127","37","2","18","0.534","3","2","2"
"127","38","7","13","0.546","2","3","2"
"127","39","10","10","0.691","0","1","2"
"127","40","2","18","1.009","3","2","2"
"127","1","4","16","0.636","2","3","3"
"127","2","7","13","0.854","1","3","3"
"127","3","10","10","0.636","0","1","3"
"127","4","2","18","0.553","3","2","3"
"127","5","7","13","0.480","3","2","3"
"127","6","10","10","0.673","0","1","3"
"127","7","2","18","0.613","2","3","3"
"127","8","7","13","0.946","3","2","3"
"127","9","2","18","0.556","0","3","3"
"127","10","4","16","0.626","2","3","3"
"127","11","2","18","0.604","3","3","3"
"127","12","7","13","0.467","2","2","3"
"127","13","2","18","0.519","3","2","3"
"127","14","10","10","0.607","0","1","3"
"127","15","4","16","0.612","1","3","3"
"127","16","10","10","0.668","0","1","3"
"127","17","2","18","0.668","1","3","3"
"127","18","4","16","0.532","3","2","3"
"127","19","4","16","0.677","3","2","3"
"127","20","7","13","0.404","2","2","3"
"127","21","2","18","0.502","3","2","3"
"127","22","10","10","0.620","0","1","3"
"127","23","7","13","0.333","2","2","3"
"127","24","2","18","0.718","3","2","3"
"127","25","7","13","0.498","0","3","3"
"127","26","10","10","0.426","0","1","3"
"127","27","10","10","0.513","0","1","3"
"127","28","4","16","0.572","3","2","3"
"127","29","7","13","0.493","0","3","3"
"127","30","10","10","0.612","0","1","3"
"127","31","4","16","0.611","2","2","3"
"127","32","2","18","0.595","2","3","3"
"127","33","2","18","0.600","3","2","3"
"127","34","4","16","0.036","2","3","3"
"127","35","4","16","0.628","3","2","3"
"127","36","4","16","0.613","0","3","3"
"127","37","7","13","0.536","1","3","3"
"127","38","10","10","0.367","0","1","3"
"127","39","7","13","1.213","0","3","3"
"127","40","10","10","0.790","0","1","3"
"127","1","10","10","0.569","0","1","2"
"127","2","7","13","0.417","2","3","2"
"127","3","4","16","0.651","3","3","2"
"127","4","2","18","0.771","3","2","2"
"127","5","2","18","0.395","3","3","2"
"127","6","10","10","0.612","0","1","2"
"127","7","7","13","0.634","2","2","2"
"127","8","4","16","1.138","3","2","2"
"127","9","4","16","0.876","3","2","2"
"127","10","10","10","0.749","0","1","2"
"127","11","2","18","0.774","3","3","2"
"127","12","4","16","0.468","3","3","2"
"127","13","2","18","0.674","3","3","2"
"127","14","7","13","0.852","3","2","2"
"127","15","2","18","1.182","3","2","2"
"127","16","10","10","1.130","0","1","2"
"127","17","7","13","0.583","3","2","2"
"127","18","4","16","0.576","3","2","2"
"127","19","2","18","0.471","3","2","2"
"127","20","2","18","0.673","3","3","2"
"127","21","10","10","1.152","0","1","2"
"127","22","4","16","0.001","3","3","2"
"127","23","10","10","0.441","0","1","2"
"127","24","10","10","0.831","0","1","2"
"127","25","7","13","0.398","2","3","2"
"127","26","4","16","0.788","3","2","2"
"127","27","7","13","0.595","3","2","2"
"127","28","2","18","0.512","3","3","2"
"127","29","7","13","0.413","3","2","2"
"127","30","7","13","0.793","2","3","2"
"127","31","4","16","0.828","3","2","2"
"127","32","10","10","0.418","0","1","2"
"127","33","2","18","1.485","3","2","2"
"127","34","2","18","0.675","3","2","2"
"127","35","7","13","0.815","2","3","2"
"127","36","10","10","1.330","0","1","2"
"127","37","4","16","0.548","3","3","2"
"127","38","4","16","0.361","3","3","2"
"127","39","10","10","0.746","0","1","2"
"127","40","7","13","0.720","2","3","2"
"122","1","4","16","0.019","2","3","2"
"122","2","2","18","0.442","3","2","2"
"122","3","2","18","1.396","3","3","2"
"122","4","2","18","0.878","3","3","2"
